name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"36,-115",2022-12-12T22:00:00,7.5,7.5,-9.2,29.48,0,4.8,,0,0,2.9,2.9,288.1,1019,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-12T23:00:00,7.4,7.4,-8.6,31.28,0,0,,0,0,3.6,3.7,193.7,1018.7,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-13T00:00:00,7.3,7.3,-7.8,33.18,0,0,,0,0,4.3,4.6,99.2,1018.3,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-13T01:00:00,7.3,6.5,-7.1,35.18,0,0,,0,0,5,5.4,4.8,1018,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-13T02:00:00,7,7,-6.3,38.09,0,0,,0,0,4.4,4.7,118.7,1017.7,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-13T03:00:00,6.7,6.7,-5.6,41.24,0,0,,0,0,3.8,4,232.5,1017.3,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-13T04:00:00,6.5,6.5,-4.7,44.62,0,0,,0,0,3.2,3.2,346.4,1017,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-13T05:00:00,6.5,6.5,-4.6,45.3,0,0,,0,0,2.9,2.9,298.2,1017,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-13T06:00:00,6.5,6.5,-4.3,45.98,0,0,,0,0,2.5,2.5,250.1,1017,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-13T07:00:00,6.5,6.5,-4.1,46.68,0,0,,0,0,2.2,2.2,201.9,1017,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-13T08:00:00,7.7,7.7,-4.3,42.16,0,0,,0,0,2.3,2.3,163.4,1016.7,100,24.1,51.7,0.2,1,10,Overcast,cloudy,
"36,-115",2022-12-13T09:00:00,9,9,-4.6,38.12,0,0,,0,0,2.4,2.4,124.8,1016.3,100,24.1,103.3,0.4,1,10,Overcast,cloudy,
"36,-115",2022-12-13T10:00:00,10.3,10.3,-4.7,34.49,0,0,,0,0,2.5,2.5,86.3,1016,100,24.1,155,0.6,2,10,Overcast,cloudy,
"36,-115",2022-12-13T11:00:00,11.3,11.3,-5.6,30.31,0,4.8,,0,0,6,4,100.6,1014.3,100,24.1,225,0.8,2,10,Overcast,cloudy,
"36,-115",2022-12-13T12:00:00,12.3,12.3,-6.3,26.63,0,4.8,,0,0,9.5,5.4,115,1012.7,100,24.1,295,1.1,3,10,Overcast,cloudy,
"36,-115",2022-12-13T13:00:00,13.4,13.4,-7.1,23.41,0,4.8,,0,0,13,6.8,129.3,1011,100,24.1,365,1.3,4,10,Overcast,cloudy,
"36,-115",2022-12-13T14:00:00,13.1,13.1,-7.4,23.39,0,4.8,,0,0,11,6.1,107.4,1010.7,100,24.1,301,1.1,3,10,Overcast,cloudy,
"36,-115",2022-12-13T15:00:00,12.8,12.8,-7.7,23.37,0,4.8,,0,0,9.1,5.4,85.4,1010.3,100,24.1,237,0.8,2,10,Overcast,cloudy,
"36,-115",2022-12-13T16:00:00,12.5,12.5,-7.9,23.34,0,4.8,,0,0,7.2,4.7,63.5,1010,100,24.1,173,0.6,2,10,Overcast,cloudy,
"36,-115",2022-12-13T17:00:00,11.1,11.1,-7.8,25.75,0,4.8,,0,0,6.8,5.2,155.1,1010.7,67.6,24.1,116,0.4,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-13T18:00:00,9.8,9.3,-7.7,28.44,0,4.8,,0,0,6.5,5.6,246.7,1011.3,35.2,24.1,59,0.2,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-13T19:00:00,8.5,7.7,-7.5,31.43,0,4.8,,0,0,6.1,6.1,338.3,1012,2.8,24.1,2,0,0,10,Clear,clear-night,
"36,-115",2022-12-13T20:00:00,7.8,7.3,-7.3,33.4,0,4.8,,0,0,4.9,4.9,334.8,1012.3,3.2,24.1,1.3,0,0,10,Clear,clear-night,
"36,-115",2022-12-13T21:00:00,7.1,7.1,-7.1,35.5,0,4.8,,0,0,3.7,3.7,331.3,1012.7,3.7,24.1,0.7,0,0,10,Clear,clear-night,
"36,-115",2022-12-13T22:00:00,6.5,6.5,-6.9,37.74,0,4.8,,0,0,2.5,2.5,327.8,1013,4.1,24.1,0,,0,10,Clear,clear-night,
"36,-115",2022-12-13T23:00:00,6.1,6.1,-6.9,38.62,0,0,,0,0,2.4,2.4,327,1013,16.1,24.1,0,,0,10,Clear,clear-night,
"36,-115",2022-12-14T00:00:00,5.8,5.8,-6.9,39.51,0,0,,0,0,2.3,2.3,326.1,1013,28.2,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-14T01:00:00,5.5,5.5,-6.9,40.44,0,0,,0,0,2.2,2.2,325.3,1013,40.2,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-14T02:00:00,5.2,5.2,-6.8,41.42,0,0,,0,0,2.6,2.8,326.8,1013,27.9,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-14T03:00:00,5,5,-6.7,42.42,0,0,,0,0,3.1,3.4,328.2,1013,15.6,24.1,0,,0,10,Clear,clear-night,
"36,-115",2022-12-14T04:00:00,4.8,4.8,-6.6,43.44,0,0,,0,0,3.6,4,329.7,1013,3.3,24.1,0,,0,10,Clear,clear-night,
"36,-115",2022-12-14T05:00:00,4.7,4.7,-6.4,44.44,0,0,,0,0,4.1,4.4,327.4,1013.7,5.2,24.1,0.3,0,0,10,Clear,clear-night,
"36,-115",2022-12-14T06:00:00,4.7,3.8,-6.1,45.46,0,0,,0,0,4.6,4.9,325.1,1014.3,7,24.1,0.7,0,0,10,Clear,clear-night,
"36,-115",2022-12-14T07:00:00,4.7,3.5,-5.8,46.51,0,0,,0,0,5,5.4,322.8,1015,8.9,24.1,1,0,0,10,Clear,clear-day,
"36,-115",2022-12-14T08:00:00,6.4,6.4,-5.8,41.25,0,0,,0,0,4.8,4.7,317.7,1015.3,39.3,24.1,70.3,0.3,1,10,Partially cloudy,partly-cloudy-day,
"36,-115",2022-12-14T09:00:00,8.2,8.2,-5.8,36.65,0,0,,0,0,4.6,4,312.7,1015.7,69.6,24.1,139.7,0.5,1,10,Partially cloudy,partly-cloudy-day,
"36,-115",2022-12-14T10:00:00,10,10,-5.7,32.62,0,0,,0,0,4.3,3.2,307.6,1016,100,24.1,209,0.8,2,10,Overcast,cloudy,
"36,-115",2022-12-14T11:00:00,10.7,10.7,-5.8,30.76,0,0,,0,0,6.1,4.9,206.6,1015.3,99,24.1,281.7,1,3,10,Overcast,cloudy,
"36,-115",2022-12-14T12:00:00,11.5,11.5,-5.9,29.01,0,0,,0,0,7.9,6.6,105.6,1014.7,97.9,24.1,354.3,1.3,4,10,Overcast,cloudy,
"36,-115",2022-12-14T13:00:00,12.3,12.3,-6,27.37,0,0,,0,0,9.7,8.3,4.6,1014,96.9,24.1,427,1.5,4,10,Overcast,cloudy,
"36,-115",2022-12-14T14:00:00,11.9,11.9,-5.8,28.61,0,0,,0,0,7.8,6.8,4.6,1014,87.3,24.1,365.7,1.3,4,10,Partially cloudy,partly-cloudy-day,
"36,-115",2022-12-14T15:00:00,11.4,11.4,-5.6,29.9,0,0,,0,0,5.9,5.4,4.7,1014,77.6,24.1,304.3,1.1,3,10,Partially cloudy,partly-cloudy-day,
"36,-115",2022-12-14T16:00:00,11.1,11.1,-5.3,31.25,0,0,,0,0,4,4,4.7,1014,68,24.1,243,0.9,2,10,Partially cloudy,partly-cloudy-day,
"36,-115",2022-12-14T17:00:00,10.1,10.1,-5.3,33.25,0,0,,0,0,3.7,3.7,102.4,1015,64.6,24.1,162.7,0.6,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-14T18:00:00,9.2,9.2,-5.3,35.4,0,0,,0,0,3.5,3.5,200,1016,61.2,24.1,82.3,0.3,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-14T19:00:00,8.3,8.3,-5.3,37.71,0,0,,0,0,3.2,3.2,297.7,1017,57.8,24.1,2,0,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-14T20:00:00,8,8,-5.2,38.6,0,0,,0,0,3.7,3.7,299.6,1017.7,71.9,24.1,1.3,0,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-14T21:00:00,7.8,7.8,-5.1,39.52,0,0,,0,0,4.2,4.2,301.5,1018.3,85.9,24.1,0.7,0,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-14T22:00:00,7.6,7.6,-5,40.45,0,0,,0,0,4.7,4.7,303.4,1019,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-14T23:00:00,7.4,6.7,-5,41.11,0,0,,0,0,5.2,5.2,316.4,1019.3,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-15T00:00:00,7.2,6.3,-5,41.78,0,0,,0,0,5.6,5.6,329.5,1019.7,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-15T01:00:00,7,5.9,-4.9,42.47,0,0,,0,0,6.1,6.1,342.5,1020,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-15T02:00:00,6.4,5.4,-5.3,42.84,0,0,,0,0,5.6,5.6,339.5,1020.7,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-15T03:00:00,5.8,5,-5.7,43.21,0,0,,0,0,5.2,5.2,336.6,1021.3,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-15T04:00:00,5.3,5.3,-6.1,43.59,0,0,,0,0,4.7,4.7,333.6,1022,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-15T05:00:00,4.9,4.9,-6.3,43.84,0,0,,0,0,4.7,4.8,326.7,1023,99.6,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-15T06:00:00,4.7,3.7,-6.6,44.09,0,0,,0,0,4.7,4.9,319.9,1024,99.3,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-15T07:00:00,4.4,3.3,-6.7,44.33,0,0,,0,0,4.7,5,313,1025,98.9,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-15T08:00:00,5.8,4.4,-6.7,40.32,0,0,,0,0,8.4,6.7,212.1,1025.3,99.3,24.1,68,0.2,1,10,Overcast,cloudy,
"36,-115",2022-12-15T09:00:00,7.2,5.6,-6.7,36.71,0,0,,0,0,12.1,8.4,111.1,1025.7,99.6,24.1,136,0.5,1,10,Overcast,cloudy,
"36,-115",2022-12-15T10:00:00,8.6,6.9,-6.6,33.46,0,0,,0,0,15.8,10.1,10.2,1026,100,24.1,204,0.7,2,10,Overcast,cloudy,
"36,-115",2022-12-15T11:00:00,9.3,7.7,-6.8,31.37,0,4.8,,0,0,16,10.9,11.1,1025,100,24.1,277.7,1,3,10,Overcast,cloudy,
"36,-115",2022-12-15T12:00:00,10.1,10.1,-7,29.42,0,4.8,,0,0,16.1,11.8,11.9,1024,100,24.1,351.3,1.2,4,10,Overcast,cloudy,
"36,-115",2022-12-15T13:00:00,10.9,10.9,-7.1,27.6,0,4.8,,0,0,16.2,12.6,12.8,1023,100,24.1,425,1.5,4,10,Overcast,cloudy,
"36,-115",2022-12-15T14:00:00,10.6,10.6,-7.2,28.08,0,4.8,,0,0,14.4,11.5,17,1023,100,24.1,354.7,1.3,4,10,Overcast,cloudy,
"36,-115",2022-12-15T15:00:00,10.3,10.3,-7.2,28.58,0,4.8,,0,0,12.6,10.4,21.2,1023,100,24.1,284.3,1,3,10,Overcast,cloudy,
"36,-115",2022-12-15T16:00:00,10,8.7,-7.2,29.08,0,4.8,,0,0,10.8,9.4,25.4,1023,100,24.1,214,0.8,2,10,Overcast,cloudy,
"36,-115",2022-12-15T17:00:00,9.1,8,-7.1,31.21,0,0,,0,0,8.4,7.4,120.5,1023,100,24.1,143.3,0.5,0,10,Overcast,cloudy,
"36,-115",2022-12-15T18:00:00,8.2,7.5,-7,33.51,0,0,,0,0,6,5.5,215.5,1023,100,24.1,72.7,0.3,0,10,Overcast,cloudy,
"36,-115",2022-12-15T19:00:00,7.3,7.3,-6.8,36,0,0,,0,0,3.6,3.6,310.6,1023,100,24.1,2,0,0,10,Overcast,cloudy,
"36,-115",2022-12-15T20:00:00,7.1,7.1,-7,35.87,0,0,,0,0,3.4,3.5,308.3,1023,100,24.1,1.3,0,0,10,Overcast,cloudy,
"36,-115",2022-12-15T21:00:00,7,7,-7.2,35.73,0,0,,0,0,3.1,3.4,305.9,1023,100,24.1,0.7,0,0,10,Overcast,cloudy,
"36,-115",2022-12-15T22:00:00,6.9,6.9,-7.3,35.6,0,0,,0,0,2.9,3.2,303.6,1023,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-15T23:00:00,6.6,6.6,-7.4,36.16,0,0,,0,0,3,3.2,318.3,1022.3,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-16T00:00:00,6.3,6.3,-7.5,36.72,0,0,,0,0,3.1,3.2,333,1021.7,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-16T01:00:00,6,6,-7.5,37.3,0,0,,0,0,3.2,3.2,347.7,1021,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-16T02:00:00,6.1,6.1,-7.5,37.23,0,0,,0,0,3.4,3.4,337.6,1020.7,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-16T03:00:00,6.2,6.2,-7.4,37.17,0,0,,0,0,3.5,3.5,327.5,1020.3,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-16T04:00:00,6.3,6.3,-7.3,37.1,0,0,,0,0,3.6,3.6,317.4,1020,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-16T05:00:00,6.4,6.4,-7.3,36.87,0,4.8,,0,0,3.1,3.1,309.9,1020,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-16T06:00:00,6.6,6.6,-7.2,36.63,0,4.8,,0,0,2.6,2.6,302.4,1020,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-16T07:00:00,6.8,6.8,-7.1,36.4,0,4.8,,0,0,2.2,2.2,294.9,1020,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-16T08:00:00,7.6,7.6,-7.2,34.22,0,4.8,,0,0,2.6,2.5,311,1020,100,24.1,35,0.1,0,10,Overcast,cloudy,
"36,-115",2022-12-16T09:00:00,8.5,8.5,-7.2,32.18,0,4.8,,0,0,3.1,2.9,327.2,1020,100,24.1,70,0.3,1,10,Overcast,cloudy,
"36,-115",2022-12-16T10:00:00,9.4,9.4,-7.2,30.27,0,4.8,,0,0,3.6,3.2,343.3,1020,100,24.1,105,0.4,1,10,Overcast,cloudy,
"36,-115",2022-12-16T11:00:00,9.9,9.9,-7.4,28.91,0,9.5,,0,0,3.1,3.2,240.8,1019.3,68.3,24.1,148,0.5,1,10,Partially cloudy,partly-cloudy-day,
"36,-115",2022-12-16T12:00:00,10.4,10.4,-7.5,27.61,0,9.5,,0,0,2.6,3.2,138.4,1018.7,36.6,24.1,191,0.7,2,10,Partially cloudy,partly-cloudy-day,
"36,-115",2022-12-16T13:00:00,11,11,-7.6,26.38,0,9.5,,0,0,2.2,3.2,35.9,1018,4.9,24.1,234,0.8,2,10,Clear,clear-day,
"36,-115",2022-12-16T14:00:00,10.7,10.7,-7.7,26.71,0,9.5,,0,0,2.6,3.2,140.6,1017.7,4.2,24.1,247.3,0.9,2,10,Clear,clear-day,
"36,-115",2022-12-16T15:00:00,10.4,10.4,-7.8,27.05,0,9.5,,0,0,3.1,3.2,245.4,1017.3,3.5,24.1,260.7,0.9,3,10,Clear,clear-day,
"36,-115",2022-12-16T16:00:00,10.2,10.2,-7.8,27.39,0,9.5,,0,0,3.6,3.2,350.1,1017,2.8,24.1,274,1,3,10,Clear,clear-day,
"36,-115",2022-12-16T17:00:00,9.3,9.3,-7.9,28.74,0,4.8,,0,0,3.2,2.9,343.8,1017.3,35.2,24.1,183.3,0.7,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-16T18:00:00,8.5,8.5,-8,30.17,0,4.8,,0,0,2.9,2.5,337.4,1017.7,67.6,24.1,92.7,0.3,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-16T19:00:00,7.7,7.7,-8.1,31.68,0,4.8,,0,0,2.5,2.2,331.1,1018,100,24.1,2,0,0,10,Overcast,cloudy,
"36,-115",2022-12-16T20:00:00,7.3,7.3,-8.2,32.48,0,4.8,,0,0,2.3,2,322,1018.3,67.8,24.1,1.3,0,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-16T21:00:00,6.9,6.9,-8.2,33.29,0,4.8,,0,0,2,1.9,312.8,1018.7,35.5,24.1,0.7,0,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-16T22:00:00,6.5,6.5,-8.2,34.13,0,4.8,,0,0,1.8,1.8,303.7,1019,3.3,24.1,0,,0,10,Clear,clear-night,
"36,-115",2022-12-16T23:00:00,6.1,6.1,-8.2,34.92,0,4.8,,0,0,1.8,1.8,302.4,1019,15.8,24.1,0,,0,10,Clear,clear-night,
"36,-115",2022-12-17T00:00:00,5.8,5.8,-8.2,35.74,0,4.8,,0,0,1.8,1.8,301,1019,28.3,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-17T01:00:00,5.5,5.5,-8.2,36.57,0,4.8,,0,0,1.8,1.8,299.7,1019,40.8,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-17T02:00:00,5.2,5.2,-8.3,37.07,0,4.8,,0,0,2,2,318.2,1019,28.3,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-17T03:00:00,5,5,-8.3,37.58,0,4.8,,0,0,2.3,2.3,336.6,1019,15.8,24.1,0,,0,10,Clear,clear-night,
"36,-115",2022-12-17T04:00:00,4.8,4.8,-8.3,38.1,0,4.8,,0,0,2.5,2.5,355.1,1019,3.3,24.1,0,,0,10,Clear,clear-night,
"36,-115",2022-12-17T05:00:00,4.7,4.7,-8.3,38.28,0,9.5,,0,0,2.8,2.8,347.5,1019.3,33.6,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-17T06:00:00,4.6,4.6,-8.3,38.46,0,9.5,,0,0,3,3,339.9,1019.7,64,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"36,-115",2022-12-17T07:00:00,4.6,4.6,-8.3,38.64,0,9.5,,0,0,3.2,3.2,332.3,1020,94.3,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-17T08:00:00,6.6,6.6,-8.4,33.46,0,9.5,,0,0,3.2,3.4,336.4,1020.3,90.8,24.1,78,0.3,1,10,Overcast,cloudy,
"36,-115",2022-12-17T09:00:00,8.6,8.6,-8.5,29.04,0,9.5,,0,0,3.2,3.5,340.5,1020.7,87.3,24.1,156,0.6,2,10,Partially cloudy,partly-cloudy-day,
"36,-115",2022-12-17T10:00:00,10.6,10.6,-8.5,25.26,0,9.5,,0,0,3.2,3.6,344.6,1021,83.8,24.1,234,0.8,2,10,Partially cloudy,partly-cloudy-day,
"36,-115",2022-12-17T11:00:00,11.3,11.3,-8.6,23.93,0,9.5,,0,0,3.1,3.5,348.4,1020,89.2,24.1,300.7,1.1,3,10,Partially cloudy,partly-cloudy-day,
"36,-115",2022-12-17T12:00:00,12,12,-8.7,22.67,0,9.5,,0,0,3,3.4,352.2,1019,94.6,24.1,367.3,1.3,4,10,Overcast,cloudy,
"36,-115",2022-12-17T13:00:00,12.7,12.7,-8.8,21.48,0,9.5,,0,0,2.9,3.2,356,1018,100,24.1,434,1.6,4,10,Overcast,cloudy,
"36,-115",2022-12-17T14:00:00,12.3,12.3,-8.7,22.13,0,9.5,,0,0,3.7,3.8,239.1,1018,95.9,24.1,360.7,1.3,4,10,Overcast,cloudy,
"36,-115",2022-12-17T15:00:00,12,12,-8.6,22.8,0,9.5,,0,0,4.6,4.4,122.2,1018,91.8,24.1,287.3,1.1,3,10,Overcast,cloudy,
"36,-115",2022-12-17T16:00:00,11.7,11.7,-8.5,23.48,0,9.5,,0,0,5.4,5,5.3,1018,87.7,24.1,214,0.8,2,10,Partially cloudy,partly-cloudy-day,
"36,-115",2022-12-17T17:00:00,10.8,10.8,-8.5,24.82,0,0,,0,0,4.3,4.2,91.9,1018.3,91.8,24.1,143.3,0.5,0,10,Overcast,cloudy,
"36,-115",2022-12-17T18:00:00,10,10,-8.5,26.24,0,0,,0,0,3.2,3.4,178.6,1018.7,95.9,24.1,72.7,0.3,0,10,Overcast,cloudy,
"36,-115",2022-12-17T19:00:00,9.2,9.2,-8.5,27.74,0,0,,0,0,2.2,2.5,265.2,1019,100,24.1,2,0,0,10,Overcast,cloudy,
"36,-115",2022-12-17T20:00:00,8.9,8.9,-8.5,28.32,0,0,,0,0,1.9,2.2,260.3,1019,100,24.1,1.3,0,0,10,Overcast,cloudy,
"36,-115",2022-12-17T21:00:00,8.6,8.6,-8.5,28.91,0,0,,0,0,1.7,1.8,255.5,1019,100,24.1,0.7,0,0,10,Overcast,cloudy,
"36,-115",2022-12-17T22:00:00,8.4,8.4,-8.4,29.51,0,0,,0,0,1.4,1.4,250.6,1019,100,24.1,0,,0,10,Overcast,cloudy,
"36,-115",2022-12-17T23:00:00,8.1,8.1,-8.4,30.2,0,0,,0,0,1.8,1.7,172.5,1019,100,24.1,0,,0,10,Overcast,cloudy,
